,pokedex_number,generation,name,description,sound_name,image_name
427,428,4,Lopunny,"Lopunny is constantly monitoring its surroundings. If danger approaches, this Pokémon responds with superdestructive kicks.",lopunny,lopunny
428,429,4,Mismagius,"Feared for its wrath and the curses it spreads, this Pokémon will also, on a whim, cast spells that help people.",mismagius,mismagius
429,430,4,Honchkrow,It will absolutely not forgive failure from or betrayal by its goons. It has no choice in this if it wants to maintain the order of the flock.,honchkrow,honchkrow
430,431,4,Glameow,It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.,glameow,glameow
431,432,4,Purugly,It would claim another Pokémon’s nest as its own if it finds a nest sufficiently comfortable.,purugly,purugly
432,433,4,Chingling,"Each time it hops, it makes a ringing sound. It deafens foes by emitting high-frequency cries.",chingling,chingling
433,434,4,Stunky,"From its rear, it sprays a foul-smelling liquid at opponents. It aims for their faces, and it can hit them from over 16 feet away.",stunky,stunky
434,435,4,Skuntank,"In its belly, it reserves stinky fluid that it shoots from its tail during battle. As this Pokémon’s diet varies, so does the stench of its fluid.",skuntank,skuntank
435,436,4,Bronzor,"It appears in ancient ruins. The pattern on its body doesn’t come from any culture in the Galar region, so it remains shrouded in mystery.",bronzor,bronzor
436,437,4,Bronzong,"Some believe it to be a deity that summons rain clouds. When angered, it lets out a warning cry that rings out like the tolling of a bell.",bronzong,bronzong
437,438,4,Bonsly,"It expels both sweat and tears from its eyes. The sweat is a little salty, while the tears have a slight bitterness.",bonsly,bonsly
438,439,4,Mime Jr.,"It mimics everyone it sees, but it puts extra effort into copying the graceful dance steps of Mr. Rime as practice.",mimejr,mimejr
439,440,4,Happiny,"Mimicking Chansey, Happiny will place an egg- shaped stone in its belly pouch. Happiny will treasure this stone.",happiny,happiny
440,441,4,Chatot,It mimics the cries of other Pokémon to trick them into thinking it’s one of them. This way they won’t attack it.,chatot,chatot
441,442,4,Spiritomb,Exactly 108 spirits gathered to become this Pokémon. Apparently there are some ill-natured spirits in the mix.,spiritomb,spiritomb
442,443,4,Gible,"Gible prefers to stay in narrow holes in the sides of caves heated by geothermal energy. This way, Gible can stay warm even during a blizzard.",gible,gible
443,444,4,Gabite,This Pokémon emits ultrasonic waves from a protrusion on either side of its head to probe pitch-dark caves.,gabite,gabite
444,445,4,Garchomp,"Garchomp makes its home in volcanic mountains. It flies through the sky as fast as a jet airplane, hunting down as much prey as it can.",garchomp,garchomp
445,446,4,Munchlax,"Stuffing itself with vast amounts of food is its only concern. Whether the food is rotten or fresh, yummy or tasteless—it does not care.",munchlax,munchlax
446,447,4,Riolu,"It’s exceedingly energetic, with enough stamina to keep running all through the night. Taking it for walks can be a challenging experience.",riolu,riolu
447,448,4,Lucario,"It controls waves known as auras, which are powerful enough to pulverize huge rocks. It uses these waves to take down its prey.",lucario,lucario
448,449,4,Hippopotas,"It moves through the sands with its mouth open, swallowing sand along with its prey. It gets rid of the sand by spouting it from its nose.",hippopotas,hippopotas
449,450,4,Hippowdon,"Stones can get stuck in the ports on their bodies. Dwebble help dislodge such stones, so Hippowdon look after these Pokémon.",hippowdon,hippowdon
450,451,4,Skorupi,"After burrowing into the sand, it waits patiently for prey to come near. This Pokémon and Sizzlipede share common descent.",skorupi,skorupi
451,452,4,Drapion,"Its poison is potent, but it rarely sees use. This Pokémon prefers to use physical force instead, going on rampages with its car-crushing strength.",drapion,drapion
452,453,4,Croagunk,"It makes frightening noises with its poison-filled cheek sacs. When opponents flinch, Croagunk hits them with a poison jab.",croagunk,croagunk
453,454,4,Toxicroak,It bounces toward opponents and gouges them with poisonous claws. No more than a scratch is needed to knock out its adversaries.,toxicroak,toxicroak
454,455,4,Carnivine,"It attracts prey with its sweet-smelling saliva, then chomps down. It takes a whole day to eat prey.",carnivine,carnivine
455,456,4,Finneon,"When night falls, their pink patterns begin to shine. They’re popular with divers, so there are resorts that feed them to keep them close.",finneon,finneon
456,457,4,Lumineon,"Deep down at the bottom of the ocean, prey is scarce. Lumineon get into fierce disputes with Lanturn over food.",lumineon,lumineon
457,458,4,Mantyke,Mantyke living in Galar seem to be somewhat sluggish. The colder waters of the seas in this region may be the cause.,mantyke,mantyke
458,459,4,Snover,It lives on snowy mountains. It sinks its legs into the snow to absorb water and keep its own temperature down.,snover,snover
459,460,4,Abomasnow,"If it sees any packs of Darumaka going after Snover, it chases them off, swinging its sizable arms like hammers.",abomasnow,abomasnow
460,461,4,Weavile,They attack their quarry in packs. Prey as large as Mamoswine easily fall to the teamwork of a group of Weavile.,weavile,weavile
461,462,4,Magnezone,Some say that Magnezone receives signals from space via the antenna on its head and that it’s being controlled by some mysterious being.,magnezone,magnezone
462,463,4,Lickilicky,Lickilicky’s strange tongue can stretch to many times the length of its body. No one has figured out how Lickilicky’s tongue can stretch so far.,lickilicky,lickilicky
463,464,4,Rhyperior,It can load up to three projectiles per arm into the holes in its hands. What launches out of those holes could be either rocks or Roggenrola.,rhyperior,rhyperior
464,465,4,Tangrowth,"Tangrowth has two arms that it can extend as it pleases. Recent research has shown that these arms are, in fact, bundles of vines.",tangrowth,tangrowth
465,466,4,Electivire,The amount of electrical energy this Pokémon produces is proportional to the rate of its pulse. The voltage jumps while Electivire is battling.,electivire,electivire
466,467,4,Magmortar,"When Magmortar inhales deeply, the fire burning in its belly intensifies, rising in temperature to over 3,600 degrees Fahrenheit.",magmortar,magmortar
467,468,4,Togekiss,"These Pokémon are never seen anywhere near conflict or turmoil. In recent times, they’ve hardly been seen at all.",togekiss,togekiss
468,469,4,Yanmega,It prefers to battle by biting apart foes’ heads instantly while flying by at high speed.,yanmega,yanmega
469,470,4,Leafeon,Galarians favor the distinctive aroma that drifts from this Pokémon’s leaves. There’s a popular perfume made using that scent.,leafeon,leafeon
470,471,4,Glaceon,Any who become captivated by the beauty of the snowfall that Glaceon creates will be frozen before they know it.,glaceon,glaceon
471,472,4,Gliscor,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!",gliscor,gliscor
472,473,4,Mamoswine,"This Pokémon can be spotted in wall paintings from as far back as 10,000 years ago. For a while, it was thought to have gone extinct.",mamoswine,mamoswine
473,474,4,Porygon-Z,"Porygon-Z had a program installed to allow it to move between dimensions, but the program also caused instability in Porygon-Z’s behavior.",porygonz,porygon-z
474,475,4,Gallade,"True to its honorable-warrior image, it uses the blades on its elbows only in defense of something or someone.",gallade,gallade
475,476,4,Probopass,"Although it can control its units known as Mini-Noses, they sometimes get lost and don’t come back.",probopass,probopass
476,477,4,Dusknoir,"At the bidding of transmissions from the spirit world, it steals people and Pokémon away. No one knows whether it has a will of its own.",dusknoir,dusknoir
477,478,4,Froslass,"After a woman met her end on a snowy mountain, her regrets lingered on. From them, this Pokémon was born. Its favorite food is frozen souls.",froslass,froslass
478,479,4,Rotom,One boy’s invention led to the development of many different machines that take advantage of Rotom’s unique capabilities.,rotom,rotom
479,480,4,Uxie,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.,uxie,uxie
480,481,4,Mesprit,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy.",mesprit,mesprit
481,482,4,Azelf,Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.,azelf,azelf
482,483,4,Dialga,A Pokémon spoken of in legend. It is said that time began moving when Dialga was born.,dialga,dialga
483,484,4,Palkia,It is said to live in a gap in the spatial dimension parallel to ours. It appears in mythology.,palkia,palkia
484,485,4,Heatran,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.,heatran,heatran
485,486,4,Regigigas,"It is said to have made Pokémon that look like itself from a special ice mountain, rocks, and magma.",regigigas,regigigas
486,487,4,Giratina,"This Pokémon is said to live in a world on the reverse side of ours, where common knowledge is distorted and strange.",giratina,giratina
487,488,4,Cresselia,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.,cresselia,cresselia
488,489,4,Phione,"When the water warms, they inflate the flotation sac on their heads and drift languidly on the sea in packs.",phione,phione
489,490,4,Manaphy,It is born with a wondrous power that lets it bond with any kind of Pokémon.,manaphy,manaphy
490,491,4,Darkrai,"It chases people and Pokémon from its territory by causing them to experience deep, nightmarish slumbers.",darkrai,darkrai
491,492,4,Shaymin,It can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers.,shaymin,shaymin
492,493,4,Arceus,"According to the legends of Sinnoh, this Pokémon emerged from an egg and shaped all there is in this world.",arceus,arceus
493,494,5,Victini,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter.",victini,victini
494,495,5,Snivy,Being exposed to sunlight makes its movements swifter. It uses vines more adeptly than its hands.,snivy,snivy
495,496,5,Servine,"It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip.",servine,servine
496,497,5,Serperior,It only gives its all against strong opponents who are not fazed by the glare from Serperior’s noble eyes.,serperior,serperior
497,498,5,Tepig,It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.,tepig,tepig
498,499,5,Pignite,"The more it eats, the more fuel it has to make the fire in its stomach stronger. This fills it with even more power.",pignite,pignite
499,500,5,Emboar,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.,emboar,emboar
500,501,5,Oshawott,The scalchop on its stomach isn’t just used for battle—it can be used to break open hard berries as well.,oshawott,oshawott
501,502,5,Dewott,Strict training is how it learns its flowing double-scalchop technique.,dewott,dewott
502,503,5,Samurott,"In the time it takes a foe to blink, it can draw and sheathe the seamitars attached to its front legs.",samurott,samurott
503,504,5,Patrat,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others.",patrat,patrat
504,505,5,Watchog,"Using luminescent matter, it makes its eyes and body glow and stuns attacking opponents.",watchog,watchog
505,506,5,Lillipup,This Pokémon is courageous but also cautious. It uses the soft fur covering its face to collect information about its surroundings.,lillipup,lillipup
506,507,5,Herdier,Herdier is a very smart and friendly Pokémon. So much so that there’s a theory that Herdier was the first Pokémon to partner with people.,herdier,herdier
507,508,5,Stoutland,These Pokémon seem to enjoy living with humans. Even a Stoutland caught in the wild will warm up to people in about three days.,stoutland,stoutland
508,509,5,Purrloin,It steals things from people just to amuse itself with their frustration. A rivalry exists between this Pokémon and Nickit.,purrloin,purrloin
509,510,5,Liepard,Don’t be fooled by its gorgeous fur and elegant figure. This is a moody and vicious Pokémon.,liepard,liepard
510,511,5,Pansage,It shares the leaf on its head with weary-looking Pokémon. These leaves are known to relieve stress.,pansage,pansage
511,512,5,Simisage,It attacks enemies with strikes of its thorn-covered tail. This Pokémon is wild tempered.,simisage,simisage
512,513,5,Pansear,"Very intelligent, it roasts berries before eating them. It likes to help people.",pansear,pansear
513,514,5,Simisear,A flame burns inside its body. It scatters embers from its head and tail to sear its opponents.,simisear,simisear
514,515,5,Panpour,The water stored inside the tuft on its head is full of nutrients. It waters plants with it using its tail.,panpour,panpour
515,516,5,Simipour,"The high-pressure water expelled from its tail is so powerful, it can destroy a concrete wall.",simipour,simipour
516,517,5,Munna,"Late at night, it appears beside people’s pillows. As it feeds on dreams, the patterns on its body give off a faint glow.",munna,munna
517,518,5,Musharna,"When dark mists emanate from its body, don’t get too near. If you do, your nightmares will become reality.",musharna,musharna
518,519,5,Pidove,"Where people go, these Pokémon follow. If you’re scattering food for them, be careful—several hundred of them can gather at once.",pidove,pidove
519,520,5,Tranquill,"It can fly moderately quickly. No matter how far it travels, it can always find its way back to its master and its nest.",tranquill,tranquill
520,521,5,Unfezant,"Unfezant are exceptional fliers. The females are known for their stamina, while the males outclass them in terms of speed.",unfezant,unfezant
521,522,5,Blitzle,"When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity.",blitzle,blitzle
522,523,5,Zebstrika,"When this ill-tempered Pokémon runs wild, it shoots lightning from its mane in all directions.",zebstrika,zebstrika
523,524,5,Roggenrola,"It’s as hard as steel, but apparently a long soak in water will cause it to soften a bit.",roggenrola,roggenrola
524,525,5,Boldore,"If you see its orange crystals start to glow, be wary. It’s about to fire off bursts of energy.",boldore,boldore
525,526,5,Gigalith,"This hardy Pokémon can often be found on construction sites and in mines, working alongside people and Copperajah.",gigalith,gigalith
526,527,5,Woobat,"While inside a cave, if you look up and see lots of heart-shaped marks lining the walls, it’s evidence that Woobat live there.",woobat,woobat
527,528,5,Swoobat,"Emitting powerful sound waves tires it out. Afterward, it won’t be able to fly for a little while.",swoobat,swoobat
528,529,5,Drilbur,It brings its claws together and whirls around at high speed before rushing toward its prey.,drilbur,drilbur
529,530,5,Excadrill,It’s not uncommon for tunnels that appear to have formed naturally to actually be a result of Excadrill’s rampant digging.,excadrill,excadrill
530,531,5,Audino,Audino’s sense of hearing is superb. Not even a pebble rolling along over a mile away will escape Audino’s ears.,audino,audino
531,532,5,Timburr,"It loves helping out with construction projects. It loves it so much that if rain causes work to halt, it swings its log around and throws a tantrum.",timburr,timburr
532,533,5,Gurdurr,"It shows off its muscles to Machoke and other Gurdurr. If it fails to measure up to the other Pokémon, it lies low for a little while.",gurdurr,gurdurr
533,534,5,Conkeldurr,"Concrete mixed by Conkeldurr is much more durable than normal concrete, even when the compositions of the two materials are the same.",conkeldurr,conkeldurr
534,535,5,Tympole,Graceful ripples running across the water’s surface are a sure sign that Tympole are singing in high-pitched voices below.,tympole,tympole
535,536,5,Palpitoad,"It weakens its prey with sound waves intense enough to cause headaches, then entangles them with its sticky tongue.",palpitoad,palpitoad
536,537,5,Seismitoad,The vibrating of the bumps all over its body causes earthquake-like tremors. Seismitoad and Croagunk are similar species.,seismitoad,seismitoad
537,538,5,Throh,"It performs throwing moves with first-rate skill. Over the course of many battles, Throh’s belt grows darker as it absorbs its wearer’s sweat.",throh,throh
538,539,5,Sawk,"If you see a Sawk training in the mountains in its single-minded pursuit of strength, it’s best to quietly pass by.",sawk,sawk
539,540,5,Sewaddle,This Pokémon makes clothes for itself. It chews up leaves and sews them with sticky thread extruded from its mouth.,sewaddle,sewaddle
540,541,5,Swadloon,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.,swadloon,swadloon
541,542,5,Leavanny,"Upon finding a small Pokémon, it weaves clothing for it from leaves by using the sticky silk secreted from its mouth.",leavanny,leavanny
542,543,5,Venipede,"Venipede and Sizzlipede are similar species, but when the two meet, a huge fight ensues.",venipede,venipede
543,544,5,Whirlipede,This Pokémon spins itself rapidly and charges into its opponents. Its top speed is just over 60 mph.,whirlipede,whirlipede
544,545,5,Scolipede,Scolipede latches on to its prey with the claws on its neck before slamming them into the ground and jabbing them with its claws’ toxic spikes.,scolipede,scolipede
545,546,5,Cottonee,"It shoots cotton from its body to protect itself. If it gets caught up in hurricane-strength winds, it can get sent to the other side of the Earth.",cottonee,cottonee
546,547,5,Whimsicott,"It scatters cotton all over the place as a prank. If it gets wet, it’ll become too heavy to move and have no choice but to answer for its mischief.",whimsicott,whimsicott
547,548,5,Petilil,Petilil appears around sources of clean water. Boiling leaves from this Pokémon’s head results in a liquid that’s sometimes used as a bug repellent.,petilil,petilil
548,549,5,Lilligant,It’s believed that even first-rate gardeners have a hard time getting the flower on a Lilligant’s head to bloom.,lilligant,lilligant
549,550,5,Basculin,Anglers love the fight this Pokémon puts up on the hook. And there are always more to catch— many people release them into lakes illicitly.,basculin,basculin
550,551,5,Sandile,"The desert gets cold at night, so when the sun sets, this Pokémon burrows deep into the sand and sleeps until sunrise.",sandile,sandile
551,552,5,Krokorok,Krokorok has specialized eyes that enable it to see in the dark. This ability lets Krokorok hunt in the dead of night without getting lost.,krokorok,krokorok
552,553,5,Krookodile,This Pokémon is known as the Bully of the Sands. Krookodile’s mighty jaws can bite through heavy plates of iron with almost no effort at all.,krookodile,krookodile
553,554,5,Darumaka,"It derives its power from fire burning inside its body. If the fire dwindles, this Pokémon will immediately fall asleep.",darumaka,darumaka
554,555,5,Darmanitan,The thick arms of this hot-blooded Pokémon can deliver punches capable of obliterating a dump truck.,darmanitan,darmanitan
555,556,5,Maractus,"With noises that could be mistaken for the rattles of maracas, it creates an upbeat rhythm, startling bird Pokémon and making them fly off in a hurry.",maractus,maractus
556,557,5,Dwebble,"When it finds a stone appealing, it creates a hole inside it and uses it as its home. This Pokémon is the natural enemy of Roggenrola and Rolycoly.",dwebble,dwebble
557,558,5,Crustle,This highly territorial Pokémon prefers dry climates. It won’t come out of its boulder on rainy days.,crustle,crustle
558,559,5,Scraggy,"If it locks eyes with you, watch out! Nothing and no one is safe from the reckless headbutts of this troublesome Pokémon.",scraggy,scraggy
559,560,5,Scrafty,"As halfhearted as this Pokémon’s kicks may seem, they pack enough power to shatter Conkeldurr’s concrete pillars.",scrafty,scrafty
560,561,5,Sigilyph,Psychic power allows these Pokémon to fly. Some say they were the guardians of an ancient city. Others say they were the guardians’ emissaries.,sigilyph,sigilyph
561,562,5,Yamask,"It wanders through ruins by night, carrying a mask that’s said to have been the face it had when it was still human.",yamask,yamask
562,563,5,Cofagrigus,This Pokémon has a body of sparkling gold. People say it no longer remembers that it was once human.,cofagrigus,cofagrigus
563,564,5,Tirtouga,"This Pokémon inhabited ancient seas. Although it can only crawl, it still comes up onto land in search of prey.",tirtouga,tirtouga
564,565,5,Carracosta,"Carracosta completely devours its prey—bones, shells, and all. Because of this, Carracosta’s own shell grows thick and sturdy.",carracosta,carracosta
565,566,5,Archen,"This Pokémon was successfully restored from a fossil. As research suggested, Archen is unable to fly. But it’s very good at jumping.",archen,archen
566,567,5,Archeops,"It needs a running start to take off. If Archeops wants to fly, it first needs to run nearly 25 mph, building speed over a course of about 2.5 miles.",archeops,archeops
567,568,5,Trubbish,"Its favorite places are unsanitary ones. If you leave trash lying around, you could even find one of these Pokémon living in your room.",trubbish,trubbish
568,569,5,Garbodor,"This Pokémon eats trash, which turns into poison inside its body. The main component of the poison depends on what sort of trash was eaten.",garbodor,garbodor
569,570,5,Zorua,Zorua is a timid Pokémon. This disposition seems to be what led to the development of Zorua’s ability to take on the forms of other creatures.,zorua,zorua
570,571,5,Zoroark,"This Pokémon cares deeply about others of its kind, and it will conjure terrifying illusions to keep its den and pack safe.",zoroark,zoroark
571,572,5,Minccino,The way it brushes away grime with its tail can be helpful when cleaning. But its focus on spotlessness can make cleaning more of a hassle.,minccino,minccino
572,573,5,Cinccino,Its body secretes oil that this Pokémon spreads over its nest as a coating to protect it from dust. Cinccino won’t tolerate even a speck of the stuff.,cinccino,cinccino
573,574,5,Gothita,"Though they’re still only babies, there’s psychic power stored in their ribbonlike feelers, and sometimes they use that power to fight.",gothita,gothita
574,575,5,Gothorita,"It’s said that when stars shine in the night sky, this Pokémon will spirit away sleeping children. Some call it the Witch of Punishment.",gothorita,gothorita
575,576,5,Gothitelle,"It has tremendous psychic power, but it dislikes conflict. It’s also able to predict the future based on the movement of the stars.",gothitelle,gothitelle
576,577,5,Solosis,"It communicates with others telepathically. Its body is encapsulated in liquid, but if it takes a heavy blow, the liquid will leak out.",solosis,solosis
577,578,5,Duosion,Its psychic power can supposedly cover a range of more than half a mile—but only if its two brains can agree with each other.,duosion,duosion
578,579,5,Reuniclus,"While it could use its psychic abilities in battle, this Pokémon prefers to swing its powerful arms around to beat opponents into submission.",reuniclus,reuniclus
579,580,5,Ducklett,"When attacked, it uses its feathers to splash water, escaping under cover of the spray.",ducklett,ducklett
580,581,5,Swanna,"Despite their elegant appearance, they can flap their wings strongly and fly for thousands of miles.",swanna,swanna
581,582,5,Vanillite,"Unable to survive in hot areas, it makes itself comfortable by breathing out air cold enough to cause snow. It burrows into the snow to sleep.",vanillite,vanillite
582,583,5,Vanillish,"By drinking pure water, it grows its icy body. This Pokémon can be hard to find on days with warm, sunny weather.",vanillish,vanillish
583,584,5,Vanilluxe,"When its anger reaches a breaking point, this Pokémon unleashes a fierce blizzard that freezes every creature around it, be they friend or foe.",vanilluxe,vanilluxe
584,585,5,Deerling,Their coloring changes according to the seasons and can be slightly affected by the temperature and humidity as well.,deerling,deerling
585,586,5,Sawsbuck,They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.,sawsbuck,sawsbuck
586,587,5,Emolga,"As Emolga flutters through the air, it crackles with electricity. This Pokémon is cute, but it can cause a lot of trouble.",emolga,emolga
587,588,5,Karrablast,Its strange physiology reacts to electrical energy in interesting ways. The presence of a Shelmet will cause this Pokémon to evolve.,karrablast,karrablast
588,589,5,Escavalier,They use shells they’ve stolen from Shelmet to arm and protect themselves. They’re very popular Pokémon in the Galar region.,escavalier,escavalier
589,590,5,Foongus,No one knows what the Poké Ball–like pattern on Foongus means or why Foongus has it.,foongus,foongus
590,591,5,Amoonguss,"This Pokémon puffs poisonous spores at its foes. If the spores aren’t washed off quickly, they’ll grow into mushrooms wherever they land.",amoonguss,amoonguss
591,592,5,Frillish,"It envelops its prey in its veillike arms and draws it down to the deeps, five miles below the ocean’s surface.",frillish,frillish
592,593,5,Jellicent,Most of this Pokémon’s body composition is identical to sea water. It makes sunken ships its lair.,jellicent,jellicent
593,594,5,Alomomola,"Fishermen take them along on long voyages, because if you have an Alomomola with you, there’ll be no need for a doctor or medicine.",alomomola,alomomola
594,595,5,Joltik,Joltik can be found clinging to other Pokémon. It’s soaking up static electricity because it can’t produce a charge on its own.,joltik,joltik
595,596,5,Galvantula,It launches electrified fur from its abdomen as its means of attack. Opponents hit by the fur could be in for three full days and nights of paralysis.,galvantula,galvantula
596,597,5,Ferroseed,"It defends itself by launching spikes, but its aim isn’t very good at first. Only after a lot of practice will it improve.",ferroseed,ferroseed
597,598,5,Ferrothorn,"This Pokémon scrapes its spikes across rocks, and then uses the tips of its feelers to absorb the nutrients it finds within the stone.",ferrothorn,ferrothorn
598,599,5,Klink,The two minigears that compose this Pokémon are closer than twins. They mesh well only with each other.,klink,klink
599,600,5,Klang,"When Klang goes all out, the minigear links up perfectly with the outer part of the big gear, and this Pokémon’s rotation speed increases sharply.",klang,klang
600,601,5,Klinklang,"From its spikes, it launches powerful blasts of electricity. Its red core contains an enormous amount of energy.",klinklang,klinklang
601,602,5,Tynamo,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning.",tynamo,tynamo
602,603,5,Eelektrik,It wraps itself around its prey and paralyzes it with electricity from the round spots on its sides. Then it chomps.,eelektrik,eelektrik
603,604,5,Eelektross,"With their sucker mouths, they suck in prey. Then they use their fangs to shock the prey with electricity.",eelektross,eelektross
604,605,5,Elgyem,"If this Pokémon stands near a TV, strange scenery will appear on the screen. That scenery is said to be from its home.",elgyem,elgyem
605,606,5,Beheeyem,"Whenever a Beheeyem visits a farm, a Dubwool mysteriously disappears.",beheeyem,beheeyem
606,607,5,Litwick,The flame on its head keeps its body slightly warm. This Pokémon takes lost children by the hand to guide them to the spirit world.,litwick,litwick
607,608,5,Lampent,"This Pokémon appears just before someone passes away, so it’s feared as an emissary of death.",lampent,lampent
608,609,5,Chandelure,This Pokémon haunts dilapidated mansions. It sways its arms to hypnotize opponents with the ominous dancing of its flames.,chandelure,chandelure
609,610,5,Axew,These Pokémon nest in the ground and use their tusks to crush hard berries. Crushing berries is also how they test each other’s strength.,axew,axew
610,611,5,Fraxure,"After battle, this Pokémon carefully sharpens its tusks on river rocks. It needs to take care of its tusks—if one breaks, it will never grow back.",fraxure,fraxure
611,612,5,Haxorus,Its resilient tusks are its pride and joy. It licks up dirt to take in the minerals it needs to keep its tusks in top condition.,haxorus,haxorus
612,613,5,Cubchoo,"When this Pokémon is in good health, its snot becomes thicker and stickier. It will smear its snot on anyone it doesn’t like.",cubchoo,cubchoo
613,614,5,Beartic,"It swims through frigid seas, searching for prey. From its frozen breath, it forms icy fangs that are harder than steel.",beartic,beartic
614,615,5,Cryogonal,"With its icy chains, Cryogonal freezes those it encounters. It then takes its victims away to somewhere unknown.",cryogonal,cryogonal
615,616,5,Shelmet,"When attacked, it tightly shuts the lid of its shell. This reaction fails to protect it from Karrablast, however, because they can still get into the shell.",shelmet,shelmet
616,617,5,Accelgor,It moves with blinding speed and lobs poison at foes. Featuring Accelgor as a main character is a surefire way to make a movie or comic popular.,accelgor,accelgor
617,618,5,Stunfisk,"Thanks to bacteria that lived in the mud flats with it, this Pokémon developed the organs it uses to generate electricity.",stunfisk,stunfisk
618,619,5,Mienfoo,"In one minute, a well-trained Mienfoo can chop with its arms more than 100 times.",mienfoo,mienfoo
619,620,5,Mienshao,"When Mienshao comes across a truly challenging opponent, it will lighten itself by biting off the fur on its arms.",mienshao,mienshao
620,621,5,Druddigon,"Druddigon lives in caves, but it never skips sunbathing—it won’t be able to move if its body gets too cold.",druddigon,druddigon
621,622,5,Golett,"They were sculpted from clay in ancient times. No one knows why, but some of them are driven to continually line up boulders.",golett,golett
622,623,5,Golurk,Artillery platforms built into the walls of ancient castles served as perches from which Golurk could fire energy beams.,golurk,golurk
623,624,5,Pawniard,It uses river stones to maintain the cutting edges of the blades covering its body. These sharpened blades allow it to bring down opponents.,pawniard,pawniard
624,625,5,Bisharp,"It’s accompanied by a large retinue of Pawniard. Bisharp keeps a keen eye on its minions, ensuring none of them even think of double-crossing it.",bisharp,bisharp
625,626,5,Bouffalant,These Pokémon can crush a car with no more than a headbutt. Bouffalant with more hair on their heads hold higher positions within the herd.,bouffalant,bouffalant
626,627,5,Rufflet,"If it spies a strong Pokémon, Rufflet can’t resist challenging it to a battle. But if Rufflet loses, it starts bawling.",rufflet,rufflet
627,628,5,Braviary,"Known for its bravery and pride, this majestic Pokémon is often seen as a motif for various kinds of emblems.",braviary,braviary
628,629,5,Vullaby,It wears a bone to protect its rear. It often squabbles with others of its kind over particularly comfy bones.,vullaby,vullaby
629,630,5,Mandibuzz,"Although it’s a bit of a ruffian, this Pokémon will take lost Vullaby under its wing and care for them till they’re ready to leave the nest.",mandibuzz,mandibuzz
630,631,5,Heatmor,"There’s a hole in its tail that allows it to draw in the air it needs to keep its fire burning. If the hole gets blocked, this Pokémon will fall ill.",heatmor,heatmor
631,632,5,Durant,"They lay their eggs deep inside their nests. When attacked by Heatmor, they retaliate using their massive mandibles.",durant,durant
632,633,5,Deino,"When it encounters something, its first urge is usually to bite it. If it likes what it tastes, it will commit the associated scent to memory.",deino,deino
633,634,5,Zweilous,"While hunting for prey, Zweilous wanders its territory, its two heads often bickering over which way to go.",zweilous,zweilous
634,635,5,Hydreigon,There are a slew of stories about villages that were destroyed by Hydreigon. It bites anything that moves.,hydreigon,hydreigon
635,636,5,Larvesta,The people of ancient times believed that Larvesta fell from the sun.,larvesta,larvesta
636,637,5,Volcarona,Volcarona scatters burning scales. Some say it does this to start fires. Others say it’s trying to rescue those that suffer in the cold.,volcarona,volcarona
637,638,5,Cobalion,"This Pokémon appears in a legend alongside Terrakion and Virizion, fighting against humans in defense of the Unova region’s Pokémon.",cobalion,cobalion
638,639,5,Terrakion,It has phenomenal power. It will mercilessly crush anyone or anything that bullies small Pokémon.,terrakion,terrakion
639,640,5,Virizion,A legend tells of this Pokémon working together with Cobalion and Terrakion to protect the Pokémon of the Unova region.,virizion,virizion
640,641,5,Tornadus,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,tornadus,tornadus
641,642,5,Thundurus,The spikes on its tail discharge immense bolts of lightning. It flies around the Unova region firing off lightning bolts.,thundurus,thundurus
642,643,5,Reshiram,This legendary Pokémon can scorch the world with fire. It helps those who want to build a world of truth.,reshiram,reshiram
643,644,5,Zekrom,This legendary Pokémon can scorch the world with lightning. It assists those who want to build an ideal world.,zekrom,zekrom
644,645,5,Landorus,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,landorus,landorus
645,646,5,Kyurem,This legendary ice Pokémon waits for a hero to fill in the missing parts of its body with truth or ideals.,kyurem,kyurem
646,647,5,Keldeo,"It crosses the world, running over the surfaces of oceans and rivers. It appears at scenic waterfronts.",keldeo,keldeo
